user_id,session_id,event_time,event,device,region,channel,product_category,revenue,bonus_flag,funnel_stage,funnel_rank,prev_rank,valid_sequence,device_type,location,traffic_source,purchase_amount,bounced,session_duration
USR-00584,SES-00584,2026-07-08 09:28:18,add to cart,Desktop,South,Organic,Sports,0.0,Yes,Other,0,1.0,0,Desktop,South,Organic,0.0,0,21600.0
USR-00584,SES-00584,2026-07-08 11:28:18,checkout,Desktop,South,Organic,Sports,0.0,Yes,Checkout,4,0.0,1,Desktop,South,Organic,0.0,0,21600.0
USR-00585,SES-00585,,browse,Tablet,South,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Tablet,South,Organic,0.0,1,60.0
USR-00586,SES-00586,2026-07-08 11:39:54,browse,Tablet,South,Organic,Home,0.0,Yes,Visit Website,1,,1,Tablet,South,Organic,0.0,1,7200.0
USR-00586,SES-00586,2026-07-08 13:39:54,add to cart,Tablet,South,Organic,Home,0.0,Yes,Other,0,1.0,0,Tablet,South,Organic,0.0,1,7200.0
USR-00587,SES-00587,,browse,Mobile,West,Organic,Home,0.0,Yes,Visit Website,1,,1,Mobile,West,Organic,0.0,1,60.0
USR-00588,SES-00588,,add to cart,Desktop,East,Organic,Beauty,0.0,Yes,Other,0,,1,Desktop,East,Organic,0.0,1,
USR-00588,SES-00588,,browse,Desktop,East,Organic,Beauty,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Organic,0.0,1,
USR-00589,SES-00589,2026-07-08 07:27:54,browse,Desktop,South,Organic,Home,0.0,Yes,Visit Website,1,,1,Desktop,South,Organic,0.0,1,60.0
USR-00590,SES-00590,2026-07-08 05:16:18,browse,Mobile,West,Google Ads,Sports,0.0,Yes,Visit Website,1,,1,Mobile,West,Google Ads,0.0,1,18000.0
USR-00590,SES-00590,2026-07-08 10:16:18,add to cart,Mobile,West,Google Ads,Sports,0.0,Yes,Other,0,1.0,0,Mobile,West,Google Ads,0.0,1,18000.0
USR-00591,SES-00591,2026-07-08 01:10:06,add to cart,Mobile,South,Email,Sports,0.0,Yes,Other,0,,1,Mobile,South,Email,0.0,0,18000.0
USR-00591,SES-00591,2026-07-08 06:10:06,checkout,Mobile,South,Email,Sports,0.0,Yes,Checkout,4,0.0,1,Mobile,South,Email,0.0,0,18000.0
USR-00591,SES-00591,,browse,Mobile,South,Email,Sports,0.0,Yes,Visit Website,1,4.0,0,Mobile,South,Email,0.0,0,18000.0
USR-00592,SES-00592,2026-07-08 15:23:48,browse,Mobile,East,Social Media,Home,0.0,Yes,Visit Website,1,,1,Mobile,East,Social Media,0.0,0,25200.0
USR-00592,SES-00592,2026-07-08 19:23:48,add to cart,Mobile,East,Social Media,Home,0.0,Yes,Other,0,1.0,0,Mobile,East,Social Media,0.0,0,25200.0
USR-00592,SES-00592,2026-07-08 22:23:48,checkout,Mobile,East,Social Media,Home,0.0,Yes,Checkout,4,0.0,1,Mobile,East,Social Media,0.0,0,25200.0
USR-00593,SES-00593,2026-07-08 02:27:54,browse,Tablet,East,Organic,Sports,0.0,Yes,Visit Website,1,,1,Tablet,East,Organic,0.0,1,60.0
USR-00594,SES-00594,,browse,Desktop,North,Social Media,Home,0.0,Yes,Visit Website,1,,1,Desktop,North,Social Media,0.0,1,60.0
USR-00595,SES-00595,,add to cart,Tablet,South,Google Ads,Fashion,0.0,Yes,Other,0,,1,Tablet,South,Google Ads,0.0,0,
USR-00595,SES-00595,,browse,Tablet,South,Google Ads,Fashion,0.0,Yes,Visit Website,1,0.0,1,Tablet,South,Google Ads,0.0,0,
USR-00595,SES-00595,,checkout,Tablet,South,Google Ads,Fashion,0.0,Yes,Checkout,4,1.0,1,Tablet,South,Google Ads,0.0,0,
USR-00595,SES-00595,,purchase,Tablet,South,Google Ads,Fashion,272.23,No,Purchase,5,4.0,1,Tablet,South,Google Ads,272.23,0,
USR-00596,SES-00596,,add to cart,Mobile,East,Google Ads,Fashion,0.0,Yes,Other,0,,1,Mobile,East,Google Ads,0.0,0,
USR-00596,SES-00596,,browse,Mobile,East,Google Ads,Fashion,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Google Ads,0.0,0,
USR-00596,SES-00596,,checkout,Mobile,East,Google Ads,Fashion,0.0,Yes,Checkout,4,1.0,1,Mobile,East,Google Ads,0.0,0,
USR-00597,SES-00597,2026-07-08 06:02:54,browse,Mobile,West,Social Media,Fashion,0.0,Yes,Visit Website,1,,1,Mobile,West,Social Media,0.0,1,60.0
USR-00598,SES-00598,2026-07-08 06:58:18,browse,Tablet,West,Social Media,Fashion,0.0,Yes,Visit Website,1,,1,Tablet,West,Social Media,0.0,0,28800.0
USR-00598,SES-00598,2026-07-08 10:58:18,add to cart,Tablet,West,Social Media,Fashion,0.0,Yes,Other,0,1.0,0,Tablet,West,Social Media,0.0,0,28800.0
USR-00598,SES-00598,2026-07-08 14:58:18,checkout,Tablet,West,Social Media,Fashion,0.0,Yes,Checkout,4,0.0,1,Tablet,West,Social Media,0.0,0,28800.0
USR-00599,SES-00599,2026-07-08 02:36:00,browse,Desktop,East,Google Ads,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,East,Google Ads,0.0,1,60.0
USR-00600,SES-00600,,add to cart,Desktop,North,Social Media,Electronics,0.0,Yes,Other,0,,1,Desktop,North,Social Media,0.0,0,
USR-00600,SES-00600,,browse,Desktop,North,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Desktop,North,Social Media,0.0,0,
USR-00600,SES-00600,,checkout,Desktop,North,Social Media,Electronics,0.0,Yes,Checkout,4,1.0,1,Desktop,North,Social Media,0.0,0,
USR-00601,SES-00601,2026-07-08 01:56:48,browse,Mobile,West,Google Ads,Home,0.0,Yes,Visit Website,1,,1,Mobile,West,Google Ads,0.0,0,14400.0
USR-00601,SES-00601,2026-07-08 03:56:48,add to cart,Mobile,West,Google Ads,Home,0.0,Yes,Other,0,1.0,0,Mobile,West,Google Ads,0.0,0,14400.0
USR-00601,SES-00601,2026-07-08 05:56:48,checkout,Mobile,West,Google Ads,Home,0.0,Yes,Checkout,4,0.0,1,Mobile,West,Google Ads,0.0,0,14400.0
USR-00602,SES-00602,2026-07-08 07:08:30,browse,Mobile,North,Google Ads,Sports,0.0,Yes,Visit Website,1,,1,Mobile,North,Google Ads,0.0,1,14400.0
USR-00602,SES-00602,2026-07-08 11:08:30,add to cart,Mobile,North,Google Ads,Sports,0.0,Yes,Other,0,1.0,0,Mobile,North,Google Ads,0.0,1,14400.0
USR-00603,SES-00603,2026-07-08 16:12:48,browse,Tablet,South,Organic,Fashion,0.0,Yes,Visit Website,1,,1,Tablet,South,Organic,0.0,1,10800.0
USR-00603,SES-00603,2026-07-08 19:12:48,add to cart,Tablet,South,Organic,Fashion,0.0,Yes,Other,0,1.0,0,Tablet,South,Organic,0.0,1,10800.0
USR-00604,SES-00604,2026-07-08 23:34:30,browse,Tablet,East,Google Ads,Electronics,0.0,Yes,Visit Website,1,,1,Tablet,East,Google Ads,0.0,1,0.0
USR-00604,SES-00604,,add to cart,Tablet,East,Google Ads,Electronics,0.0,Yes,Other,0,1.0,0,Tablet,East,Google Ads,0.0,1,0.0
USR-00605,SES-00605,2026-07-08 22:42:12,browse,Tablet,West,Social Media,Home,0.0,Yes,Visit Website,1,,1,Tablet,West,Social Media,0.0,1,60.0
USR-00606,SES-00606,,add to cart,Tablet,North,Social Media,Electronics,0.0,Yes,Other,0,,1,Tablet,North,Social Media,0.0,1,
USR-00606,SES-00606,,browse,Tablet,North,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Tablet,North,Social Media,0.0,1,
USR-00607,SES-00607,,browse,Tablet,North,Organic,Home,0.0,Yes,Visit Website,1,,1,Tablet,North,Organic,0.0,1,60.0
USR-00608,SES-00608,2026-07-08 14:13:54,browse,Desktop,South,Email,Fashion,0.0,Yes,Visit Website,1,,1,Desktop,South,Email,0.0,0,21600.0
USR-00608,SES-00608,2026-07-08 16:13:54,add to cart,Desktop,South,Email,Fashion,0.0,Yes,Other,0,1.0,0,Desktop,South,Email,0.0,0,21600.0
USR-00608,SES-00608,2026-07-08 20:13:54,checkout,Desktop,South,Email,Fashion,0.0,Yes,Checkout,4,0.0,1,Desktop,South,Email,0.0,0,21600.0
USR-00609,SES-00609,,add to cart,Desktop,West,Social Media,Fashion,0.0,Yes,Other,0,,1,Desktop,West,Social Media,0.0,0,
USR-00609,SES-00609,,browse,Desktop,West,Social Media,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,West,Social Media,0.0,0,
USR-00609,SES-00609,,checkout,Desktop,West,Social Media,Fashion,0.0,Yes,Checkout,4,1.0,1,Desktop,West,Social Media,0.0,0,
USR-00609,SES-00609,,purchase,Desktop,West,Social Media,Fashion,299.01,No,Purchase,5,4.0,1,Desktop,West,Social Media,299.01,0,
USR-00610,SES-00610,,add to cart,Desktop,South,Email,Fashion,0.0,Yes,Other,0,,1,Desktop,South,Email,0.0,0,
USR-00610,SES-00610,,browse,Desktop,South,Email,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,South,Email,0.0,0,
USR-00610,SES-00610,,checkout,Desktop,South,Email,Fashion,0.0,Yes,Checkout,4,1.0,1,Desktop,South,Email,0.0,0,
USR-00611,SES-00611,,add to cart,Desktop,West,Google Ads,Beauty,0.0,Yes,Other,0,,1,Desktop,West,Google Ads,0.0,1,
USR-00611,SES-00611,,browse,Desktop,West,Google Ads,Beauty,0.0,Yes,Visit Website,1,0.0,1,Desktop,West,Google Ads,0.0,1,
USR-00612,SES-00612,,browse,Tablet,East,Email,Home,0.0,Yes,Visit Website,1,,1,Tablet,East,Email,0.0,1,60.0
USR-00613,SES-00613,,add to cart,Desktop,North,Social Media,Sports,0.0,Yes,Other,0,,1,Desktop,North,Social Media,0.0,0,
USR-00613,SES-00613,,browse,Desktop,North,Social Media,Sports,0.0,Yes,Visit Website,1,0.0,1,Desktop,North,Social Media,0.0,0,
USR-00613,SES-00613,,checkout,Desktop,North,Social Media,Sports,0.0,Yes,Checkout,4,1.0,1,Desktop,North,Social Media,0.0,0,
USR-00614,SES-00614,,add to cart,Desktop,East,Email,Sports,0.0,Yes,Other,0,,1,Desktop,East,Email,0.0,0,
USR-00614,SES-00614,,browse,Desktop,East,Email,Sports,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Email,0.0,0,
USR-00614,SES-00614,,checkout,Desktop,East,Email,Sports,0.0,Yes,Checkout,4,1.0,1,Desktop,East,Email,0.0,0,
USR-00615,SES-00615,2026-07-08 09:33:42,browse,Tablet,South,Google Ads,Fashion,0.0,Yes,Visit Website,1,,1,Tablet,South,Google Ads,0.0,1,60.0
USR-00616,SES-00616,,add to cart,Tablet,East,Google Ads,Beauty,0.0,Yes,Other,0,,1,Tablet,East,Google Ads,0.0,0,
USR-00616,SES-00616,,browse,Tablet,East,Google Ads,Beauty,0.0,Yes,Visit Website,1,0.0,1,Tablet,East,Google Ads,0.0,0,
USR-00616,SES-00616,,checkout,Tablet,East,Google Ads,Beauty,0.0,Yes,Checkout,4,1.0,1,Tablet,East,Google Ads,0.0,0,
USR-00617,SES-00617,2026-07-08 00:39:36,browse,Tablet,West,Organic,Beauty,0.0,Yes,Visit Website,1,,1,Tablet,West,Organic,0.0,1,14400.0
USR-00617,SES-00617,2026-07-08 04:39:36,add to cart,Tablet,West,Organic,Beauty,0.0,Yes,Other,0,1.0,0,Tablet,West,Organic,0.0,1,14400.0
USR-00618,SES-00618,,browse,Tablet,East,Google Ads,Sports,0.0,Yes,Visit Website,1,,1,Tablet,East,Google Ads,0.0,1,60.0
USR-00619,SES-00619,2026-07-08 08:41:48,browse,Desktop,East,Email,Fashion,0.0,Yes,Visit Website,1,,1,Desktop,East,Email,0.0,0,32400.0
USR-00619,SES-00619,2026-07-08 13:41:48,add to cart,Desktop,East,Email,Fashion,0.0,Yes,Other,0,1.0,0,Desktop,East,Email,0.0,0,32400.0
USR-00619,SES-00619,2026-07-08 17:41:48,checkout,Desktop,East,Email,Fashion,0.0,Yes,Checkout,4,0.0,1,Desktop,East,Email,0.0,0,32400.0
USR-00620,SES-00620,,add to cart,Desktop,East,Organic,Electronics,0.0,Yes,Other,0,,1,Desktop,East,Organic,0.0,0,
USR-00620,SES-00620,,browse,Desktop,East,Organic,Electronics,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Organic,0.0,0,
USR-00620,SES-00620,,checkout,Desktop,East,Organic,Electronics,0.0,Yes,Checkout,4,1.0,1,Desktop,East,Organic,0.0,0,
USR-00620,SES-00620,,purchase,Desktop,East,Organic,Electronics,77.53,No,Purchase,5,4.0,1,Desktop,East,Organic,77.53,0,
USR-00621,SES-00621,,browse,Desktop,South,Google Ads,Sports,0.0,Yes,Visit Website,1,,1,Desktop,South,Google Ads,0.0,1,60.0
USR-00622,SES-00622,,add to cart,Desktop,West,Email,Electronics,0.0,Yes,Other,0,,1,Desktop,West,Email,0.0,1,
USR-00622,SES-00622,,browse,Desktop,West,Email,Electronics,0.0,Yes,Visit Website,1,0.0,1,Desktop,West,Email,0.0,1,
USR-00623,SES-00623,,browse,Tablet,West,Social Media,Home,0.0,Yes,Visit Website,1,,1,Tablet,West,Social Media,0.0,1,60.0
USR-00624,SES-00624,2026-07-08 14:50:24,browse,Tablet,North,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Tablet,North,Social Media,0.0,1,7200.0
USR-00624,SES-00624,2026-07-08 16:50:24,add to cart,Tablet,North,Social Media,Beauty,0.0,Yes,Other,0,1.0,0,Tablet,North,Social Media,0.0,1,7200.0
USR-00625,SES-00625,,add to cart,Tablet,West,Organic,Sports,0.0,Yes,Other,0,,1,Tablet,West,Organic,0.0,1,
USR-00625,SES-00625,,browse,Tablet,West,Organic,Sports,0.0,Yes,Visit Website,1,0.0,1,Tablet,West,Organic,0.0,1,
USR-00626,SES-00626,2026-07-08 02:57:18,add to cart,Mobile,West,Google Ads,Beauty,0.0,Yes,Other,0,,1,Mobile,West,Google Ads,0.0,0,14400.0
USR-00626,SES-00626,2026-07-08 06:57:18,checkout,Mobile,West,Google Ads,Beauty,0.0,Yes,Checkout,4,0.0,1,Mobile,West,Google Ads,0.0,0,14400.0
USR-00626,SES-00626,,browse,Mobile,West,Google Ads,Beauty,0.0,Yes,Visit Website,1,4.0,0,Mobile,West,Google Ads,0.0,0,14400.0
USR-00627,SES-00627,2026-07-08 18:53:18,browse,Tablet,North,Social Media,Electronics,0.0,Yes,Visit Website,1,,1,Tablet,North,Social Media,0.0,1,7200.0
USR-00627,SES-00627,2026-07-08 20:53:18,add to cart,Tablet,North,Social Media,Electronics,0.0,Yes,Other,0,1.0,0,Tablet,North,Social Media,0.0,1,7200.0
USR-00628,SES-00628,,add to cart,Desktop,South,Organic,Fashion,0.0,Yes,Other,0,,1,Desktop,South,Organic,0.0,1,
USR-00628,SES-00628,,browse,Desktop,South,Organic,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,South,Organic,0.0,1,
USR-00629,SES-00629,,add to cart,Mobile,South,Social Media,Sports,0.0,Yes,Other,0,,1,Mobile,South,Social Media,0.0,0,
USR-00629,SES-00629,,browse,Mobile,South,Social Media,Sports,0.0,Yes,Visit Website,1,0.0,1,Mobile,South,Social Media,0.0,0,
USR-00629,SES-00629,,checkout,Mobile,South,Social Media,Sports,0.0,Yes,Checkout,4,1.0,1,Mobile,South,Social Media,0.0,0,
USR-00630,SES-00630,2026-07-08 06:05:36,browse,Desktop,North,Email,Home,0.0,Yes,Visit Website,1,,1,Desktop,North,Email,0.0,1,60.0
USR-00631,SES-00631,,browse,Desktop,North,Organic,Fashion,0.0,Yes,Visit Website,1,,1,Desktop,North,Organic,0.0,1,60.0
USR-00632,SES-00632,,add to cart,Mobile,East,Social Media,Home,0.0,Yes,Other,0,,1,Mobile,East,Social Media,0.0,1,
USR-00632,SES-00632,,browse,Mobile,East,Social Media,Home,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Social Media,0.0,1,
USR-00633,SES-00633,2026-07-08 12:10:00,browse,Tablet,South,Email,Home,0.0,Yes,Visit Website,1,,1,Tablet,South,Email,0.0,0,36000.0
USR-00633,SES-00633,2026-07-08 15:10:00,add to cart,Tablet,South,Email,Home,0.0,Yes,Other,0,1.0,0,Tablet,South,Email,0.0,0,36000.0
USR-00633,SES-00633,2026-07-08 20:10:00,checkout,Tablet,South,Email,Home,0.0,Yes,Checkout,4,0.0,1,Tablet,South,Email,0.0,0,36000.0
USR-00633,SES-00633,2026-07-08 22:10:00,purchase,Tablet,South,Email,Home,338.63,No,Purchase,5,4.0,1,Tablet,South,Email,338.63,0,36000.0
USR-00634,SES-00634,2026-07-08 01:52:48,checkout,Mobile,East,Organic,Fashion,0.0,Yes,Checkout,4,,1,Mobile,East,Organic,0.0,0,14400.0
USR-00634,SES-00634,2026-07-08 05:52:48,purchase,Mobile,East,Organic,Fashion,286.56,No,Purchase,5,4.0,1,Mobile,East,Organic,286.56,0,14400.0
USR-00634,SES-00634,,add to cart,Mobile,East,Organic,Fashion,0.0,Yes,Other,0,5.0,0,Mobile,East,Organic,0.0,0,14400.0
USR-00634,SES-00634,,browse,Mobile,East,Organic,Fashion,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Organic,0.0,0,14400.0
USR-00635,SES-00635,,add to cart,Desktop,South,Email,Sports,0.0,Yes,Other,0,,1,Desktop,South,Email,0.0,1,
USR-00635,SES-00635,,browse,Desktop,South,Email,Sports,0.0,Yes,Visit Website,1,0.0,1,Desktop,South,Email,0.0,1,
USR-00636,SES-00636,2026-07-08 03:59:18,browse,Mobile,South,Social Media,Fashion,0.0,Yes,Visit Website,1,,1,Mobile,South,Social Media,0.0,1,10800.0
USR-00636,SES-00636,2026-07-08 06:59:18,add to cart,Mobile,South,Social Media,Fashion,0.0,Yes,Other,0,1.0,0,Mobile,South,Social Media,0.0,1,10800.0
USR-00637,SES-00637,2026-07-08 05:38:24,browse,Mobile,East,Organic,Fashion,0.0,Yes,Visit Website,1,,1,Mobile,East,Organic,0.0,1,60.0
USR-00638,SES-00638,,browse,Mobile,West,Email,Home,0.0,Yes,Visit Website,1,,1,Mobile,West,Email,0.0,1,60.0
USR-00639,SES-00639,2026-07-08 11:58:06,browse,Mobile,East,Google Ads,Electronics,0.0,Yes,Visit Website,1,,1,Mobile,East,Google Ads,0.0,1,10800.0
USR-00639,SES-00639,2026-07-08 14:58:06,add to cart,Mobile,East,Google Ads,Electronics,0.0,Yes,Other,0,1.0,0,Mobile,East,Google Ads,0.0,1,10800.0
USR-00640,SES-00640,2026-07-08 20:52:36,browse,Mobile,West,Organic,Home,0.0,Yes,Visit Website,1,,1,Mobile,West,Organic,0.0,1,0.0
USR-00640,SES-00640,,add to cart,Mobile,West,Organic,Home,0.0,Yes,Other,0,1.0,0,Mobile,West,Organic,0.0,1,0.0
USR-00641,SES-00641,2026-07-08 13:30:48,browse,Desktop,East,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,East,Social Media,0.0,1,10800.0
USR-00641,SES-00641,2026-07-08 16:30:48,add to cart,Desktop,East,Social Media,Beauty,0.0,Yes,Other,0,1.0,0,Desktop,East,Social Media,0.0,1,10800.0
USR-00642,SES-00642,2026-07-08 14:04:36,browse,Tablet,West,Email,Home,0.0,Yes,Visit Website,1,,1,Tablet,West,Email,0.0,0,18000.0
USR-00642,SES-00642,2026-07-08 19:04:36,add to cart,Tablet,West,Email,Home,0.0,Yes,Other,0,1.0,0,Tablet,West,Email,0.0,0,18000.0
USR-00642,SES-00642,,checkout,Tablet,West,Email,Home,0.0,Yes,Checkout,4,0.0,1,Tablet,West,Email,0.0,0,18000.0
USR-00643,SES-00643,2026-07-08 18:34:06,browse,Desktop,South,Google Ads,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,South,Google Ads,0.0,0,18000.0
USR-00643,SES-00643,2026-07-08 21:34:06,add to cart,Desktop,South,Google Ads,Beauty,0.0,Yes,Other,0,1.0,0,Desktop,South,Google Ads,0.0,0,18000.0
USR-00643,SES-00643,2026-07-08 23:34:06,checkout,Desktop,South,Google Ads,Beauty,0.0,Yes,Checkout,4,0.0,1,Desktop,South,Google Ads,0.0,0,18000.0
USR-00643,SES-00643,,purchase,Desktop,South,Google Ads,Beauty,482.45,No,Purchase,5,4.0,1,Desktop,South,Google Ads,482.45,0,18000.0
USR-00644,SES-00644,2026-07-08 16:23:06,browse,Desktop,North,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Desktop,North,Organic,0.0,0,21600.0
USR-00644,SES-00644,2026-07-08 18:23:06,add to cart,Desktop,North,Organic,Electronics,0.0,Yes,Other,0,1.0,0,Desktop,North,Organic,0.0,0,21600.0
USR-00644,SES-00644,2026-07-08 22:23:06,checkout,Desktop,North,Organic,Electronics,0.0,Yes,Checkout,4,0.0,1,Desktop,North,Organic,0.0,0,21600.0
USR-00644,SES-00644,,purchase,Desktop,North,Organic,Electronics,320.46,No,Purchase,5,4.0,1,Desktop,North,Organic,320.46,0,21600.0
USR-00645,SES-00645,2026-07-08 02:00:18,browse,Mobile,West,Google Ads,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,West,Google Ads,0.0,1,60.0
USR-00646,SES-00646,2026-07-08 07:23:42,browse,Mobile,East,Social Media,Electronics,0.0,Yes,Visit Website,1,,1,Mobile,East,Social Media,0.0,1,18000.0
USR-00646,SES-00646,2026-07-08 12:23:42,add to cart,Mobile,East,Social Media,Electronics,0.0,Yes,Other,0,1.0,0,Mobile,East,Social Media,0.0,1,18000.0
USR-00647,SES-00647,,add to cart,Desktop,South,Social Media,Electronics,0.0,Yes,Other,0,,1,Desktop,South,Social Media,0.0,1,
USR-00647,SES-00647,,browse,Desktop,South,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Desktop,South,Social Media,0.0,1,
USR-00648,SES-00648,2026-07-08 10:53:12,browse,Tablet,North,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Tablet,North,Organic,0.0,0,43200.0
USR-00648,SES-00648,2026-07-08 15:53:12,add to cart,Tablet,North,Organic,Electronics,0.0,Yes,Other,0,1.0,0,Tablet,North,Organic,0.0,0,43200.0
USR-00648,SES-00648,2026-07-08 19:53:12,checkout,Tablet,North,Organic,Electronics,0.0,Yes,Checkout,4,0.0,1,Tablet,North,Organic,0.0,0,43200.0
USR-00648,SES-00648,2026-07-08 22:53:12,purchase,Tablet,North,Organic,Electronics,94.14,No,Purchase,5,4.0,1,Tablet,North,Organic,94.14,0,43200.0
USR-00649,SES-00649,,add to cart,Desktop,East,Social Media,Fashion,0.0,Yes,Other,0,,1,Desktop,East,Social Media,0.0,1,
USR-00649,SES-00649,,browse,Desktop,East,Social Media,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Social Media,0.0,1,
USR-00650,SES-00650,,add to cart,Desktop,North,Email,Fashion,0.0,Yes,Other,0,,1,Desktop,North,Email,0.0,0,
USR-00650,SES-00650,,browse,Desktop,North,Email,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,North,Email,0.0,0,
USR-00650,SES-00650,,checkout,Desktop,North,Email,Fashion,0.0,Yes,Checkout,4,1.0,1,Desktop,North,Email,0.0,0,
USR-00651,SES-00651,2026-07-08 17:03:36,browse,Tablet,East,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Tablet,East,Organic,0.0,0,18000.0
USR-00651,SES-00651,2026-07-08 22:03:36,add to cart,Tablet,East,Organic,Electronics,0.0,Yes,Other,0,1.0,0,Tablet,East,Organic,0.0,0,18000.0
USR-00651,SES-00651,,checkout,Tablet,East,Organic,Electronics,0.0,Yes,Checkout,4,0.0,1,Tablet,East,Organic,0.0,0,18000.0
USR-00652,SES-00652,2026-07-08 00:53:36,add to cart,Tablet,North,Social Media,Electronics,0.0,Yes,Other,0,,1,Tablet,North,Social Media,0.0,1,0.0
USR-00652,SES-00652,,browse,Tablet,North,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Tablet,North,Social Media,0.0,1,0.0
USR-00653,SES-00653,,add to cart,Desktop,East,Organic,Electronics,0.0,Yes,Other,0,,1,Desktop,East,Organic,0.0,1,
USR-00653,SES-00653,,browse,Desktop,East,Organic,Electronics,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Organic,0.0,1,
USR-00654,SES-00654,,add to cart,Tablet,West,Social Media,Sports,0.0,Yes,Other,0,,1,Tablet,West,Social Media,0.0,1,
USR-00654,SES-00654,,browse,Tablet,West,Social Media,Sports,0.0,Yes,Visit Website,1,0.0,1,Tablet,West,Social Media,0.0,1,
USR-00655,SES-00655,2026-07-08 04:11:48,browse,Desktop,West,Organic,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,West,Organic,0.0,1,18000.0
USR-00655,SES-00655,2026-07-08 09:11:48,add to cart,Desktop,West,Organic,Beauty,0.0,Yes,Other,0,1.0,0,Desktop,West,Organic,0.0,1,18000.0
USR-00656,SES-00656,,browse,Tablet,South,Email,Fashion,0.0,Yes,Visit Website,1,,1,Tablet,South,Email,0.0,1,60.0
USR-00657,SES-00657,,browse,Desktop,East,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,East,Social Media,0.0,1,60.0
USR-00658,SES-00658,,add to cart,Desktop,South,Social Media,Beauty,0.0,Yes,Other,0,,1,Desktop,South,Social Media,0.0,1,
USR-00658,SES-00658,,browse,Desktop,South,Social Media,Beauty,0.0,Yes,Visit Website,1,0.0,1,Desktop,South,Social Media,0.0,1,
USR-00659,SES-00659,,browse,Mobile,East,Email,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,East,Email,0.0,1,60.0
USR-00660,SES-00660,2026-07-08 22:03:12,browse,Tablet,North,Email,Sports,0.0,Yes,Visit Website,1,,1,Tablet,North,Email,0.0,0,0.0
USR-00660,SES-00660,,add to cart,Tablet,North,Email,Sports,0.0,Yes,Other,0,1.0,0,Tablet,North,Email,0.0,0,0.0
USR-00660,SES-00660,,checkout,Tablet,North,Email,Sports,0.0,Yes,Checkout,4,0.0,1,Tablet,North,Email,0.0,0,0.0
USR-00661,SES-00661,2026-07-08 19:44:48,browse,Desktop,West,Email,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,West,Email,0.0,0,10800.0
USR-00661,SES-00661,2026-07-08 22:44:48,add to cart,Desktop,West,Email,Beauty,0.0,Yes,Other,0,1.0,0,Desktop,West,Email,0.0,0,10800.0
USR-00661,SES-00661,,checkout,Desktop,West,Email,Beauty,0.0,Yes,Checkout,4,0.0,1,Desktop,West,Email,0.0,0,10800.0
USR-00662,SES-00662,2026-07-08 01:11:24,browse,Mobile,West,Organic,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,West,Organic,0.0,1,60.0
USR-00663,SES-00663,,browse,Desktop,North,Organic,Sports,0.0,Yes,Visit Website,1,,1,Desktop,North,Organic,0.0,1,60.0
USR-00664,SES-00664,,browse,Desktop,West,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Desktop,West,Organic,0.0,1,60.0
USR-00665,SES-00665,,add to cart,Tablet,West,Organic,Electronics,0.0,Yes,Other,0,,1,Tablet,West,Organic,0.0,0,
USR-00665,SES-00665,,browse,Tablet,West,Organic,Electronics,0.0,Yes,Visit Website,1,0.0,1,Tablet,West,Organic,0.0,0,
USR-00665,SES-00665,,checkout,Tablet,West,Organic,Electronics,0.0,Yes,Checkout,4,1.0,1,Tablet,West,Organic,0.0,0,
USR-00666,SES-00666,,browse,Desktop,South,Google Ads,Home,0.0,Yes,Visit Website,1,,1,Desktop,South,Google Ads,0.0,1,60.0
USR-00667,SES-00667,2026-07-08 06:58:12,browse,Desktop,South,Social Media,Home,0.0,Yes,Visit Website,1,,1,Desktop,South,Social Media,0.0,1,60.0
