user_id,sessions,days_active,device,traffic_source,max_step,avg_session_time
996,1,215,2,3,2,367
997,4,315,1,3,1,302
998,1,39,0,0,3,466
999,4,259,0,0,6,68
1000,1,204,0,0,3,455
1001,1,7,0,1,2,344
1002,2,49,1,0,4,538
1003,3,26,1,1,7,186
1004,2,161,1,0,3,286
1005,3,357,1,1,3,485
1006,2,176,0,0,7,76
1007,2,79,0,2,2,361
1008,3,2,0,0,4,39
1009,1,132,0,0,3,173
1010,1,276,0,2,6,460
1011,1,117,0,2,7,181
1012,5,164,0,0,5,516
1013,4,288,0,0,3,165
1014,1,28,1,2,3,55
1015,2,333,0,0,3,36
1016,4,1,0,2,6,44
1017,1,188,0,1,6,461
1018,2,56,2,0,3,429
1019,4,35,0,1,4,236
1020,1,112,0,2,2,245
1021,2,286,1,3,3,531
1022,1,310,1,0,4,488
1023,4,36,2,1,3,288
1024,5,217,0,0,3,358
1025,4,80,0,1,1,483
1026,1,314,0,2,5,404
1027,3,83,1,0,6,493
1028,3,65,0,3,7,104
1029,1,325,0,1,5,271
1030,3,128,0,3,4,46
1031,1,307,0,2,3,288
1032,2,22,0,0,7,152
1033,1,216,1,0,4,340
1034,1,107,1,0,4,140
1035,1,109,0,0,4,285
1036,2,357,0,1,5,263
1037,1,181,1,1,1,526
1038,2,356,0,3,3,69
1039,1,164,0,1,4,151
1040,1,68,0,2,6,479
1041,2,292,1,3,4,548
1042,3,180,2,2,3,121
1043,1,181,1,0,3,390
1044,2,169,0,1,5,152
1045,3,22,0,0,5,366
1046,2,66,1,0,4,542
1047,1,21,0,0,3,457
1048,1,100,2,2,6,462
1049,3,300,2,1,4,36
1050,1,103,0,1,5,149
1051,3,47,2,3,3,416
1052,2,39,0,0,3,379
1053,4,285,1,1,6,127
1054,3,310,0,2,2,72
1055,5,90,0,0,4,212
1056,1,85,1,1,3,594
1057,3,273,1,0,5,264
1058,1,336,0,2,3,475
1059,1,188,1,0,3,229
1060,2,159,0,0,6,542
1061,3,243,0,1,4,555
1062,5,73,0,0,2,242
1063,3,49,0,0,2,407
1064,1,101,0,1,7,575
1065,1,2,0,0,2,515
1066,2,244,0,1,4,390
1067,1,176,0,1,3,197
1068,1,238,0,1,6,433
1069,1,59,2,1,5,166
1070,1,353,0,0,4,262
1071,1,99,2,0,1,144
1072,1,359,1,2,6,281
1073,1,2,1,2,3,522
1074,1,243,1,0,6,318
1075,5,297,1,1,3,78
1076,1,211,0,1,4,481
1077,1,123,0,1,2,545
1078,2,229,1,1,5,301
1079,1,82,1,0,3,460
1080,4,144,1,2,3,55
1081,3,140,0,0,2,99
1082,1,29,1,1,2,322
1083,1,270,0,2,2,435
1084,3,247,0,1,3,263
1085,4,12,0,0,6,260
1086,1,355,1,3,3,292
1087,2,337,1,2,5,150
1088,1,106,0,2,2,492
1089,5,32,1,1,4,547
1090,1,74,0,0,3,53
1091,4,171,0,3,7,406
1092,2,337,0,1,5,529
1093,2,69,0,2,3,466
1094,2,301,0,0,5,528
1095,1,362,0,0,2,203
1096,1,137,1,3,4,538
1097,1,100,1,1,2,339
1098,1,146,0,0,3,99
1099,3,9,0,0,3,234
1100,1,62,0,1,5,370
1101,1,185,0,0,3,61
1102,4,29,0,1,5,72
1103,3,114,0,1,4,147
1104,4,143,2,2,2,44
1105,5,120,1,0,5,351
1106,1,170,0,3,5,366
1107,1,157,0,0,6,561
1108,3,335,0,1,4,410
1109,2,349,1,0,5,540
1110,1,260,0,2,5,149
1111,3,82,0,3,2,55
1112,1,242,1,2,2,563
1113,1,172,0,1,2,93
1114,2,231,0,1,3,489
1115,2,208,0,2,3,343
1116,2,75,0,3,7,245
1117,1,270,0,3,3,485
1118,3,114,0,0,5,569
1119,1,62,0,3,4,502
1120,1,362,0,0,3,388
1121,3,320,1,0,2,155
1122,4,102,0,0,4,116
1123,3,362,0,0,5,372
1124,3,210,1,2,7,424
1125,2,255,1,2,3,513
1126,2,20,1,2,6,485
1127,1,58,0,1,3,505
1128,1,112,0,1,4,239
1129,1,313,1,2,4,554
1130,1,196,1,0,2,336
1131,2,353,0,2,2,105
1132,1,92,2,1,1,51
1133,1,52,0,1,3,89
1134,1,293,2,1,5,415
1135,2,8,1,2,2,85
1136,1,300,1,0,4,197
1137,3,98,2,0,3,441
1138,1,236,1,2,5,220
1139,1,69,0,1,5,511
1140,2,45,0,2,5,596
1141,3,137,0,0,4,445
1142,1,234,0,0,3,369
1143,2,32,1,2,5,288
1144,2,289,0,1,2,379
1145,1,126,0,1,3,466
1146,3,67,1,0,2,251
1147,3,30,1,0,4,442
1148,2,114,0,1,4,379
1149,3,204,0,0,4,511
1150,3,29,0,2,3,88
1151,2,131,1,2,2,181
1152,3,185,0,0,6,569
1153,2,253,1,1,4,254
1154,2,286,0,1,3,347
1155,2,62,0,0,4,592
1156,3,3,2,0,2,308
1157,1,68,0,1,2,587
1158,3,25,0,1,3,503
1159,3,179,0,1,3,53
1160,1,141,0,1,3,548
1161,3,231,0,2,6,397
1162,1,300,0,2,4,364
1163,1,163,0,1,3,462
1164,2,311,0,2,4,32
1165,1,130,1,0,7,287
1166,3,246,1,2,2,292
1167,3,297,0,1,5,150
1168,2,172,1,2,4,50
1169,1,64,0,1,2,169
1170,1,31,0,0,3,506
1171,2,47,0,1,3,318
1172,5,130,0,0,4,235
1173,2,352,0,1,3,72
1174,1,333,0,1,4,147
1175,2,110,1,2,4,34
1176,2,69,2,1,3,236
1177,3,58,0,1,6,374
1178,1,106,1,0,6,171
1179,3,300,1,3,3,401
1180,2,330,1,2,7,261
1181,4,256,0,2,2,193
1182,1,312,0,0,1,576
1183,2,171,0,1,3,393
1184,4,162,0,0,4,364
1185,1,286,1,1,4,40
1186,4,71,0,0,3,437
1187,2,255,0,1,2,104
1188,1,55,1,1,2,329
1189,1,323,1,0,6,410
1190,2,3,0,1,6,57
1191,1,26,1,2,4,492
1192,2,313,0,0,4,425
1193,1,126,0,2,4,405
1194,2,53,0,0,3,450
1195,1,198,1,0,3,393
1196,3,299,2,0,4,245
1197,5,188,0,2,4,130
1198,4,186,0,1,1,122
1199,2,305,0,2,7,295
1200,1,298,0,1,5,235
1201,3,204,0,0,3,109
1202,1,11,0,2,4,66
1203,1,359,1,0,6,40
1204,1,354,1,2,2,119
1205,1,146,0,0,4,48
1206,3,85,0,0,3,593
1207,2,100,0,2,3,403
1208,1,104,0,3,5,123
1209,1,46,1,0,3,61
1210,5,44,2,2,2,169
1211,1,278,0,0,2,599
1212,1,181,0,2,1,50
1213,1,187,1,1,3,178
1214,3,114,0,0,5,250
1215,2,255,1,0,3,248
1216,1,30,0,0,4,570
1217,1,264,1,0,4,588
1218,2,98,0,0,3,87
1219,2,313,1,1,4,454
1220,1,329,1,3,4,304
1221,4,115,0,0,3,169
1222,1,276,1,1,3,52
1223,1,281,1,1,4,407
1224,4,275,0,3,7,402
1225,1,261,0,1,3,92
1226,2,331,0,1,3,593
1227,1,207,0,1,3,371
1228,1,328,0,0,2,196
1229,5,211,1,0,4,180
1230,1,215,0,1,3,552
1231,3,40,1,0,2,530
1232,1,26,0,1,3,589
1233,1,27,0,0,1,377
1234,1,190,0,1,3,301
1235,2,83,0,0,2,459
1236,1,170,0,3,1,262
1237,3,167,0,2,5,589
1238,1,188,0,0,6,237
1239,4,169,1,0,3,482
1240,1,289,1,1,4,530
1241,3,229,0,0,3,248
1242,3,97,1,0,3,110
1243,3,16,1,0,3,578
1244,3,279,0,3,3,570
1245,3,135,2,2,5,280
1246,2,26,1,1,2,444
1247,1,352,0,1,2,115
1248,1,12,0,3,5,246
1249,4,72,0,3,4,225
1250,2,133,0,3,3,326
1251,3,106,1,0,3,73
1252,1,220,0,0,3,422
1253,1,177,1,1,3,472
1254,1,282,1,1,3,119
1255,2,133,1,0,3,184
1256,1,22,1,0,4,507
1257,1,269,0,2,4,88
1258,1,161,0,2,5,139
1259,1,107,1,0,3,508
1260,2,279,0,2,3,78
1261,1,353,0,1,3,406
1262,3,235,1,2,4,61
1263,1,18,1,1,3,515
1264,1,242,0,0,6,560
1265,1,117,1,1,4,32
1266,1,286,1,1,6,407
1267,1,282,0,1,5,271
1268,1,144,0,0,7,570
1269,2,205,2,3,4,386
1270,1,39,0,0,7,226
1271,2,154,0,0,2,448
1272,3,176,0,1,2,302
1273,3,241,1,1,4,531
1274,1,134,0,1,7,64
1275,1,46,0,2,3,490
1276,1,50,0,1,3,282
1277,1,166,2,1,4,541
1278,5,106,0,2,4,77
1279,1,216,1,0,3,214
1280,1,146,2,1,5,520
1281,2,72,0,2,7,302
1282,2,330,2,0,6,556
1283,2,273,2,1,3,157
1284,1,247,1,3,3,239
1285,1,186,0,0,3,171
1286,2,70,1,1,3,202
1287,1,150,1,3,2,476
1288,1,246,2,0,5,148
1289,1,262,0,0,3,40
1290,1,26,1,2,6,333
1291,1,140,0,2,6,183
1292,1,99,0,1,1,352
1293,2,278,0,1,7,566
1294,2,51,1,2,5,474
1295,3,151,0,2,4,371
1296,1,104,0,0,3,250
1297,1,89,2,0,4,139
1298,1,141,0,1,3,439
1299,2,213,1,2,4,447
1300,2,233,0,2,2,534
1301,1,183,0,3,4,69
1302,4,251,1,2,3,538
1303,1,9,2,1,1,488
1304,2,79,0,1,4,292
1305,2,52,1,2,4,147
1306,3,269,0,2,3,479
1307,2,226,0,1,2,443
1308,3,51,0,0,6,555
1309,1,186,0,3,4,490
1310,3,34,0,1,2,147
1311,1,291,0,0,4,246
1312,3,230,0,1,3,106
1313,2,131,0,1,2,450
1314,3,120,0,0,4,201
1315,1,326,1,2,5,419
1316,2,247,2,0,5,55
1317,2,192,1,0,3,157
1318,2,323,0,1,6,403
1319,1,210,2,2,3,53
1320,1,103,1,3,6,499
1321,1,329,0,2,2,452
1322,1,133,0,3,3,206
1323,3,323,1,0,4,567
1324,1,139,1,0,3,295
1325,5,121,1,1,5,599
1326,1,94,1,0,4,299
1327,1,129,1,2,1,358
1328,3,91,2,1,4,484
1329,2,92,0,3,3,324
1330,1,63,0,0,2,151
1331,2,29,1,1,7,188
1332,2,210,0,1,6,207
1333,1,12,1,0,3,357
1334,5,333,2,1,4,336
1335,5,297,1,1,3,118
1336,2,130,1,1,5,67
1337,1,293,0,0,6,375
1338,2,173,0,0,3,281
1339,1,208,0,1,5,178
1340,1,24,1,0,3,45
1341,1,99,1,0,3,396
1342,1,356,1,0,6,147
1343,3,139,0,0,4,346
1344,2,314,0,0,3,317
1345,2,174,1,0,4,380
1346,1,29,0,1,3,326
1347,1,143,0,1,3,223
1348,1,316,1,1,6,421
1349,5,351,1,2,4,472
1350,1,42,0,1,5,310
1351,3,299,1,1,3,330
1352,2,208,0,2,4,455
1353,1,330,2,1,7,279
1354,2,192,0,2,3,544
1355,1,160,0,1,2,435
1356,3,64,1,1,4,273
1357,4,243,0,2,3,396
1358,1,258,1,0,2,149
1359,1,152,1,0,6,469
1360,2,215,1,0,7,533
1361,4,322,2,0,4,462
1362,1,166,0,0,5,212
1363,2,31,1,1,6,490
1364,2,232,0,2,5,147
1365,2,282,0,2,1,60
1366,1,29,1,0,2,178
1367,2,195,0,3,2,557
1368,4,334,1,1,1,302
1369,1,256,0,0,3,414
1370,1,281,1,2,3,131
1371,5,304,2,2,3,101
1372,1,321,0,2,2,437
1373,3,323,1,0,4,376
1374,1,346,1,1,3,396
1375,1,294,0,2,5,578
1376,3,87,0,1,1,320
1377,1,149,1,1,5,451
1378,2,249,0,1,7,210
1379,1,321,0,2,5,143
1380,2,283,1,0,5,267
1381,1,362,0,1,6,123
1382,1,198,2,0,3,289
1383,4,44,1,1,7,136
1384,1,356,1,2,5,273
1385,2,28,0,0,5,452
1386,1,17,0,1,3,364
1387,3,127,0,1,4,52
1388,1,168,2,0,4,300
1389,4,244,0,1,4,169
1390,1,76,0,0,5,495
1391,1,231,0,1,2,483
1392,1,204,0,0,3,413
1393,1,248,0,2,3,406
1394,2,302,1,2,3,467
1395,1,214,0,1,2,451
1396,3,215,0,0,2,185
1397,1,158,0,3,3,364
1398,1,69,1,1,3,560
1399,2,85,1,0,2,161
1400,2,267,0,2,6,530
1401,1,69,1,0,5,551
1402,1,99,0,1,5,169
1403,1,347,2,1,2,164
1404,2,216,0,1,4,436
1405,2,161,1,2,4,123
1406,1,94,1,1,7,270
1407,3,174,1,0,5,194
1408,3,165,0,3,4,354
1409,2,115,0,3,6,247
1410,3,220,1,1,2,260
1411,1,31,0,1,1,208
1412,1,11,1,0,4,109
1413,1,343,1,2,2,383
1414,1,130,1,0,2,190
1415,2,105,0,0,5,456
1416,4,27,1,1,3,432
1417,1,227,1,0,4,61
1418,1,2,1,0,6,150
1419,1,359,0,1,3,544
1420,4,101,0,0,3,414
1421,1,21,0,0,2,454
1422,2,58,0,0,2,505
1423,1,180,1,0,2,589
1424,1,341,2,2,2,196
1425,5,349,0,2,3,418
1426,4,20,1,1,3,362
1427,1,255,0,1,5,552
1428,4,317,0,0,6,500
1429,2,38,0,0,5,553
1430,3,148,0,0,4,82
1431,1,25,2,1,2,596
1432,2,121,0,2,5,50
1433,1,26,1,1,3,48
1434,2,169,0,0,2,485
1435,1,323,2,0,5,351
1436,1,225,0,2,3,462
1437,1,1,0,0,3,88
1438,2,307,0,2,6,180
1439,1,261,0,1,6,469
1440,2,13,0,2,3,87
1441,4,48,1,3,3,322
1442,1,313,1,3,4,211
1443,2,291,1,1,5,107
1444,1,332,0,1,2,134
1445,3,94,0,0,4,290
1446,1,261,0,3,7,252
1447,2,278,2,1,3,513
1448,3,359,1,0,6,158
1449,4,205,1,1,7,348
1450,2,185,1,0,3,538
1451,1,175,0,1,5,49
1452,2,309,0,1,3,264
1453,3,69,0,0,5,583
1454,2,104,0,0,5,379
1455,1,246,0,3,3,482
1456,4,161,0,2,5,538
1457,2,200,1,2,5,452
1458,2,216,1,0,3,219
1459,1,212,1,2,2,154
1460,2,16,2,1,2,35
1461,1,332,0,0,4,487
1462,2,205,0,0,7,583
1463,1,39,1,0,5,599
1464,2,89,0,0,3,551
1465,5,256,0,3,4,118
1466,1,254,0,0,3,140
1467,5,216,0,1,2,580
1468,1,303,0,1,3,426
1469,3,172,0,0,3,40
1470,3,137,0,1,4,526
1471,2,178,1,0,7,45
1472,2,77,0,2,4,62
1473,3,188,0,0,4,518
1474,1,15,0,1,2,217
1475,1,292,0,2,7,487
1476,2,319,1,2,5,80
1477,3,325,1,2,6,300
1478,3,214,1,1,3,493
1479,3,208,0,0,4,72
1480,1,169,1,1,4,568
1481,3,330,1,2,2,597
1482,1,280,0,2,4,150
1483,2,305,0,0,6,345
1484,1,146,0,0,2,144
1485,1,263,1,2,2,483
1486,1,4,1,1,5,549
1487,1,90,0,0,3,366
1488,2,60,1,1,4,269
1489,1,311,0,1,4,415
1490,1,16,0,3,3,174
1491,1,227,2,1,5,406
1492,1,29,2,0,4,33
1493,1,151,0,0,6,357
1494,1,245,0,0,5,226
1495,2,270,0,1,6,418
1496,2,79,0,1,1,290
1497,2,289,1,0,3,123
1498,1,153,2,1,2,286
1499,1,277,1,2,3,165
1500,3,279,0,0,6,554
1501,2,57,1,0,3,527
1502,1,186,0,3,5,207
1503,1,93,2,0,3,141
1504,1,276,1,2,3,293
1505,1,158,1,1,6,443
1506,1,275,0,2,3,398
1507,2,181,0,2,5,407
1508,2,359,0,1,3,412
1509,2,77,1,2,6,540
1510,3,151,0,3,4,406
1511,3,238,0,1,5,574
1512,2,289,0,0,2,102
1513,4,231,1,0,3,533
1514,1,18,0,2,6,381
1515,1,73,1,1,6,354
1516,1,189,1,0,1,417
1517,2,17,2,0,3,269
1518,3,19,0,1,3,103
1519,1,219,0,0,2,60
1520,4,326,0,1,5,508
1521,1,120,0,2,2,43
1522,4,101,0,1,3,345
1523,1,34,1,0,4,97
1524,1,84,0,0,3,567
1525,1,196,1,0,5,320
1526,1,330,0,0,7,53
1527,1,202,1,1,2,444
1528,1,344,1,1,5,65
1529,3,341,1,0,3,130
1530,2,11,1,0,3,575
1531,1,347,1,0,1,68
1532,2,218,2,3,2,240
1533,2,253,0,1,3,201
1534,1,222,0,2,3,471
1535,1,80,0,2,6,88
1536,1,7,0,1,5,439
1537,1,272,0,2,7,563
1538,2,227,0,0,4,394
1539,1,16,0,1,3,396
1540,2,12,0,0,3,373
1541,2,291,0,2,3,325
1542,1,241,2,0,3,370
1543,2,21,0,2,4,552
1544,1,178,1,0,4,294
1545,4,228,0,2,3,553
1546,1,273,2,0,2,67
1547,3,288,1,1,1,160
1548,2,297,1,1,3,411
1549,1,134,1,0,2,254
1550,2,283,0,1,5,172
1551,4,153,2,3,2,460
1552,2,66,1,0,5,418
1553,3,137,1,3,3,83
1554,3,92,1,1,2,53
1555,1,317,0,2,5,424
1556,1,259,1,0,4,148
1557,2,103,0,1,3,214
1558,1,55,1,2,6,221
1559,3,257,0,1,1,516
1560,4,101,2,1,3,413
1561,1,198,0,0,5,375
1562,1,301,0,0,5,502
1563,3,226,1,1,3,32
1564,1,237,1,2,2,79
1565,3,26,1,1,6,533
1566,1,121,0,0,3,240
1567,2,182,0,1,2,557
1568,1,199,1,0,4,312
1569,2,302,2,1,6,408
1570,1,255,1,2,1,355
1571,2,122,0,2,5,327
1572,1,31,2,0,4,167
1573,2,315,0,2,3,154
1574,3,285,0,1,5,421
1575,1,106,0,2,7,431
1576,1,224,0,0,3,509
1577,1,273,1,1,2,430
1578,2,232,0,0,6,599
1579,2,256,0,1,4,391
1580,2,24,0,0,3,95
1581,1,109,0,0,4,457
1582,1,191,1,0,5,550
1583,2,347,0,0,5,461
1584,1,25,0,0,6,134
1585,5,187,1,1,3,118
1586,1,288,1,0,3,35
1587,2,116,1,1,4,187
1588,1,338,0,0,3,408
1589,1,37,1,3,4,359
1590,2,282,2,3,3,132
1591,2,137,1,0,2,252
1592,5,227,1,1,3,431
1593,1,320,0,0,4,574
1594,1,328,2,3,5,538
1595,2,182,0,1,3,213
1596,2,362,0,0,2,116
1597,1,86,0,0,3,409
1598,1,53,0,0,5,567
1599,1,348,2,0,3,442
1600,3,355,1,1,4,547
1601,1,235,1,1,4,324
1602,1,267,1,0,3,289
1603,1,287,0,0,5,413
1604,1,100,0,0,2,333
1605,1,87,1,0,4,345
1606,2,15,1,2,3,106
1607,1,101,0,0,2,408
1608,3,165,1,1,4,490
1609,1,29,0,0,3,85
1610,2,114,0,0,5,110
1611,3,107,0,1,5,205
1612,2,364,0,1,5,412
1613,2,130,1,1,3,178
1614,1,84,1,1,4,310
1615,1,271,0,1,4,374
1616,2,244,1,0,3,438
1617,5,214,1,1,4,59
1618,2,306,0,1,6,451
1619,2,166,0,0,2,260
1620,2,279,2,1,6,388
1621,1,59,1,0,2,191
1622,1,90,2,0,3,257
1623,2,331,0,1,3,250
1624,4,194,1,2,4,102
1625,1,123,0,2,2,428
1626,2,136,0,0,6,124
1627,1,139,0,1,5,504
1628,2,229,0,1,4,124
1629,1,274,0,0,3,153
1630,1,50,0,2,6,529
1631,3,118,0,2,5,77
1632,1,202,1,3,3,124
1633,2,191,0,0,5,506
1634,3,364,0,0,4,62
1635,4,323,0,2,4,147
1636,1,181,0,1,3,280
1637,1,78,1,2,3,332
1638,1,75,0,0,2,151
1639,5,295,1,1,3,247
1640,4,281,0,1,4,82
1641,2,21,0,0,7,155
1642,3,171,1,1,7,188
1643,2,15,1,1,4,205
1644,2,211,0,0,4,321
1645,1,48,1,0,2,188
1646,3,86,0,1,4,520
1647,1,149,1,1,2,386
1648,3,188,1,2,3,266
1649,3,306,1,0,4,457
1650,2,151,2,0,3,154
1651,1,141,0,3,1,344
1652,1,69,1,3,5,308
1653,1,260,0,0,3,134
1654,1,334,0,2,2,71
1655,1,9,0,0,2,426
1656,4,121,0,0,3,489
1657,2,101,1,0,2,520
1658,1,149,1,0,5,594
1659,1,146,1,2,3,197
1660,1,353,0,2,5,203
1661,2,243,0,3,2,401
1662,2,241,2,2,3,179
1663,4,337,0,1,4,278
1664,1,43,1,1,4,209
1665,5,95,1,3,4,149
1666,3,226,1,2,6,57
1667,1,6,0,2,3,146
1668,4,214,1,3,3,291
1669,1,206,0,0,6,67
1670,3,67,1,2,2,226
1671,1,100,0,2,2,554
1672,3,12,0,3,3,466
1673,3,237,0,0,4,439
1674,3,322,1,1,3,362
1675,3,258,0,1,2,560
1676,1,337,0,0,3,494
1677,1,135,0,1,4,187
1678,1,222,2,0,3,189
1679,1,156,1,0,3,363
1680,2,142,1,1,4,405
1681,1,158,1,1,6,108
1682,5,326,0,1,4,226
1683,2,344,0,1,5,149
1684,3,262,2,0,3,255
1685,1,283,0,0,3,439
1686,3,338,0,0,3,567
1687,4,344,0,0,5,368
1688,1,229,0,1,3,585
1689,2,280,0,2,5,566
1690,3,358,0,0,7,249
1691,1,290,0,0,2,322
1692,2,168,0,2,1,233
1693,1,47,0,0,2,543
1694,1,203,0,3,3,231
1695,1,214,0,2,2,61
1696,1,246,1,0,6,118
1697,1,24,0,0,1,231
1698,1,321,1,1,3,322
1699,4,274,1,0,2,144
1700,2,44,1,0,6,251
1701,4,332,0,0,4,211
1702,1,313,0,2,6,498
1703,1,363,0,1,7,455
1704,2,156,1,0,3,581
1705,1,199,0,1,3,89
1706,1,162,1,1,2,514
1707,2,234,1,1,3,40
1708,1,163,0,0,5,414
1709,2,116,0,1,1,439
1710,2,93,1,3,2,71
1711,1,42,0,0,4,152
1712,1,284,0,0,4,281
1713,3,210,1,0,4,513
1714,1,206,0,0,3,242
1715,1,220,2,0,5,297
1716,5,280,1,2,4,569
1717,1,136,1,3,2,164
1718,2,106,0,0,5,527
1719,5,118,0,1,7,155
1720,1,237,0,1,2,388
1721,1,309,0,1,3,532
1722,1,100,0,1,3,347
1723,1,261,0,0,2,41
1724,1,305,0,1,6,506
1725,2,354,0,1,3,323
1726,1,286,1,2,5,469
1727,2,328,0,2,4,545
1728,5,103,0,0,4,420
1729,3,63,1,0,2,345
1730,2,175,2,3,3,37
1731,1,282,0,1,1,537
1732,2,293,0,2,3,153
1733,2,226,1,0,3,401
1734,1,7,2,1,5,343
1735,1,127,1,1,3,214
1736,3,92,1,2,5,576
1737,1,190,0,0,3,554
1738,1,359,0,0,5,68
1739,1,53,0,1,7,113
1740,1,242,1,2,3,50
1741,3,132,1,3,6,282
1742,2,364,2,3,4,332
1743,3,112,0,3,5,287
1744,1,7,0,0,4,571
1745,1,230,0,0,3,581
1746,1,156,1,0,3,490
1747,1,197,1,0,2,253
1748,1,323,0,2,4,121
1749,3,364,0,2,7,309
1750,1,223,0,0,5,199
1751,2,250,0,1,3,277
1752,1,83,1,3,5,390
1753,1,240,0,1,5,378
1754,1,360,1,0,3,464
1755,5,323,1,1,1,435
1756,3,263,1,0,2,107
1757,4,189,0,1,6,487
1758,1,290,1,1,5,421
1759,1,362,0,0,3,43
1760,2,58,0,3,3,74
1761,1,9,0,1,5,67
1762,3,304,0,1,6,445
1763,1,115,0,3,5,274
1764,1,210,0,0,4,91
1765,1,41,2,0,3,522
1766,1,304,0,2,4,352
1767,2,173,1,0,3,281
1768,1,234,2,2,5,497
1769,1,281,0,0,3,90
1770,1,78,1,0,5,148
1771,1,108,0,1,3,116
1772,3,281,0,0,5,109
1773,3,39,0,2,3,257
1774,4,119,2,1,3,512
1775,3,335,0,3,4,339
1776,1,336,1,2,2,514
1777,2,27,0,0,6,54
1778,1,104,1,2,4,231
1779,1,74,0,1,4,254
1780,3,191,1,1,5,539
1781,1,324,1,2,6,588
1782,4,147,1,1,4,549
1783,1,255,2,1,6,212
1784,2,284,1,1,2,106
1785,2,213,0,0,2,455
1786,3,123,0,0,4,96
1787,2,206,0,1,3,523
1788,2,240,0,0,3,576
1789,1,339,0,0,3,106
1790,2,286,0,0,3,84
1791,1,22,0,1,5,502
1792,2,259,2,0,4,276
1793,2,357,0,2,7,468
1794,2,105,2,0,5,343
1795,1,258,0,1,3,349
1796,1,204,1,1,3,249
1797,2,310,1,1,3,400
1798,1,262,0,0,5,245
1799,1,107,0,3,1,78
1800,1,251,0,3,3,492
1801,4,221,0,2,6,147
1802,2,222,2,3,4,111
1803,1,258,1,1,3,292
1804,1,201,0,1,3,525
1805,1,258,0,2,6,205
1806,3,349,0,1,6,118
1807,2,225,0,2,3,388
1808,1,202,1,2,3,315
1809,1,226,0,3,5,326
1810,1,236,0,0,5,289
1811,2,183,0,2,5,504
1812,3,200,0,1,4,565
1813,1,357,1,1,6,591
1814,1,246,0,0,3,66
1815,1,353,2,2,2,210
1816,4,111,1,3,5,54
1817,1,6,0,0,4,378
1818,3,236,0,1,6,572
1819,2,127,1,0,2,256
1820,1,104,2,3,5,377
1821,1,237,1,1,3,67
1822,1,155,0,0,4,412
1823,2,257,2,0,1,599
1824,3,235,0,1,4,265
1825,2,289,1,0,5,210
1826,2,40,2,1,3,143
1827,1,288,0,3,3,335
1828,4,197,2,2,4,161
1829,3,273,0,0,5,377
1830,1,264,2,3,3,209
1831,5,57,0,1,3,444
1832,2,298,2,0,3,414
1833,2,98,0,0,6,541
1834,2,137,1,0,3,72
1835,3,87,0,2,1,509
1836,2,242,0,0,5,147
1837,1,199,0,0,4,90
1838,1,310,1,2,2,582
1839,4,84,0,1,7,217
1840,1,242,1,2,4,482
1841,1,281,0,2,4,216
1842,1,323,2,0,3,493
1843,1,252,0,2,6,193
1844,2,190,0,0,3,453
1845,4,152,0,1,3,131
1846,1,302,0,1,2,296
1847,1,278,0,0,5,182
1848,1,139,0,3,4,458
1849,3,176,1,1,4,456
1850,2,8,1,0,3,565
1851,1,295,1,3,4,362
1852,3,235,0,1,5,469
1853,3,163,1,1,3,153
1854,3,49,0,1,5,331
1855,4,302,1,2,3,378
1856,1,38,0,0,5,278
1857,3,136,0,0,1,300
1858,1,310,0,1,4,458
1859,3,219,1,0,7,599
1860,2,348,0,2,7,276
1861,3,296,1,0,3,510
1862,2,34,0,0,3,127
1863,1,352,1,0,2,358
1864,2,79,2,2,6,454
1865,5,236,0,2,4,453
1866,4,273,0,0,3,34
1867,1,161,2,1,2,488
1868,1,175,0,0,6,527
1869,1,308,0,1,4,116
1870,2,221,1,0,3,431
1871,3,9,1,1,3,322
1872,1,289,0,1,3,310
1873,2,113,1,3,4,226
1874,3,205,0,0,6,112
1875,2,186,0,2,6,56
1876,2,341,1,1,3,164
1877,2,197,0,3,5,119
1878,2,266,0,0,3,235
1879,1,262,1,0,3,56
1880,2,248,1,2,7,407
1881,2,115,1,0,3,444
1882,3,121,2,0,3,256
1883,2,141,1,0,7,97
1884,3,65,0,2,2,391
1885,1,276,0,0,5,289
1886,1,313,1,2,6,92
1887,1,239,0,1,4,421
1888,1,302,1,0,1,275
1889,2,10,1,1,3,307
1890,5,233,0,0,2,376
1891,1,195,2,1,3,401
1892,1,12,0,1,5,152
1893,3,177,0,1,3,86
1894,1,177,2,0,3,189
1895,2,217,0,1,4,156
1896,2,11,0,2,4,340
1897,2,118,0,2,6,547
1898,1,164,1,2,3,294
1899,1,39,1,0,5,317
1900,3,53,1,2,4,449
1901,2,218,1,0,3,557
1902,1,206,0,0,3,169
1903,3,312,1,2,3,504
1904,1,360,1,3,4,558
1905,2,56,0,1,3,418
1906,1,118,0,0,6,540
1907,4,253,2,0,4,567
1908,1,286,1,1,6,242
1909,1,268,1,2,1,542
1910,1,291,1,0,3,294
1911,1,333,0,2,1,372
1912,3,180,1,0,3,67
1913,5,358,0,2,6,262
1914,1,235,0,3,1,289
1915,1,343,1,1,3,337
1916,2,196,0,0,2,432
1917,3,308,1,2,3,290
1918,2,80,0,1,5,505
1919,1,135,0,1,4,135
1920,1,22,0,1,5,276
1921,2,331,0,0,3,333
1922,1,225,0,2,6,372
1923,2,58,0,0,5,476
1924,1,93,2,3,3,67
1925,3,192,0,0,3,75
1926,1,103,0,2,6,249
